300	10.1899090909
301	27.5098571429
302	27.5057142857
303	19.6252857143
304	19.7758571429
305	19.0478181818
306	20.4405238095
307	26.5613333333
308	25.1799047619
309	15.0866666667
310	13.4155
311	7.02418181818
312	17.0397142857
313	21.1675714286
314	18.5121428571
315	21.7839090909
316	22.3943809524
317	16.0724285714
318	16.3233333333
319	20.5764285714
320	24.1249047619
321	16.5883333333
322	23.1321904762
323	24.6948571429
324	24.7699047619
325	25.6246666667
326	23.6474545455
327	24.4862857143
328	24.185
329	31.8125714286
330	27.0058571429
331	29.2928181818
332	35.7273809524
333	29.0171428571
334	28.213
335	36.7208571429
336	41.7972727273
337	40.757
338	31.5118571429
339	32.8300952381
340	36.4998095238
341	31.8941428571
342	24.0805
343	27.6737142857
344	25.4851904762
345	29.3463333333
346	28.2511904762
347	28.6034285714
348	17.4205714286
349	22.948
350	19.9730952381
351	17.2762857143
352	17.0232380952
353	20.0377142857
354	22.62
355	23.6831904762
356	22.486
357	27.1975714286
358	25.7801904762
359	20.1
360	22.9921428571
361	25.7044761905
362	20.4403809524
363	18.2486190476
364	21.8111428571
365	17.7264285714
366	13.799
367	18.334
368	17.6651904762
369	22.0636666667
370	23.089952381
371	19.1577619048
372	20.7765714286
373	23.1864761905
374	19.751952381
375	20.3057619048
376	24.241952381
377	21.8688571429
378	16.8021904762
379	20.1278571429
380	22.268
381	20.5932857143
382	18.5392857143
383	19.8275238095
384	21.1191
385	20.3956666667
386	21.8505714286
387	21.4786190476
388	18.5306666667
389	16.3961428571
390	10.9353333333
391	7.97871428571
392	13.286
393	18.5966666667
394	17.42315
395	18.55585
396	17.2652857143
397	19.4553333333
398	17.982952381
399	15.406
400	18.1231428571
401	14.6380952381
402	10.8490952381
403	10.9239047619
404	12.2047142857
405	13.4692857143
406	15.6595
407	19.1704761905
408	23.5234
409	17.9253333333
410	12.4514
411	13.9535
412	16.4862857143
413	17.4131428571
414	19.3917142857
415	15.3481
416	15.3052857143
417	12.979047619
418	13.877
419	14.0302380952
420	15.7481904762
421	17.5708095238
422	17.5877619048
423	17.0634285714
424	15.4975238095
425	14.3373333333
426	13.6671904762
427	13.2076
428	15.5748571429
429	17.8778571429
430	19.398
431	21.417
432	19.7278571429
433	15.9344285714
434	15.428
435	18.8602857143
436	20.579
437	21.4982
438	20.3146666667
439	17.7226666667
440	16.587
441	15.7765
442	16.532
443	17.3522857143
444	15.26445
445	14.4665
446	14.54205
447	15.8149
448	18.32205
449	18.4999
450	20.11
451	19.24655
452	16.5877142857
453	18.2048095238
454	17.9571904762
455	16.7421
456	15.8186
457	12.7203
458	13.6571904762
459	14.43185
460	14.9281428571
461	14.9792
462	14.1524
463	15.52495
464	17.12585
465	18.916
466	14.5212
467	16.2785
468	16.9827142857
469	15.8874
470	16.2024
471	15.5023
472	12.7799047619
473	13.7861904762
474	15.4806
475	17.4643
476	15.9272
477	14.894
478	15.1647
479	16.28975
480	16.3448
481	15.72235
482	15.9865
483	14.8231
484	14.4328571429
485	14.8106
486	14.59165
487	14.0634
488	14.3219
489	14.24925
490	13.434
491	14.162
492	14.80795
493	16.89665
494	16.8465
495	15.6118
496	17.1946190476
497	17.9922
498	14.79225
499	14.27065
500	15.341
501	18.533
502	19.031
503	17.155
504	17.293
505	16.884
506	16.722
507	17.078
508	16.168
509	15.445
510	15.691
511	16.471
512	17.147
513	17.181
514	15.97505
515	16.27415
516	17.17735
517	15.5218
518	16.2545
519	16.5194
520	14.4613
521	15.941
522	17.3972
523	18.7852631579
524	20.71575
525	20.7658
526	18.8626315789
527	18.4059
528	17.7106
529	17.4137
530	17.9545
531	18.3061052632
532	18.1995
533	18.7828
534	18.9775
535	18.4852
536	17.958
537	18.8272631579
538	19.6159
539	19.278
540	20.334
541	17.5994210526
542	16.6191
543	18.5512
544	20.7515789474
545	20.13275
546	19.846
547	18.5665
548	18.7196
549	20.7113
550	23.1286315789
551	22.2912
552	20.5633684211
553	20.868
554	20.9794736842
555	21.39705
556	23.26275
557	21.82925
558	20.95225
